Year,Type,Country,Area,Activity,Sex,Age,Injury,Fatal (Y/N),Species,outlier
1992.0,0.0,brazil,pernambuco,swimming,1.0,24.0,fatal,1.0,unknown,1
1992.0,0.0,mauritius,unknown,fishing,1.0,24.0,survived,0.0,grey reef shark,1
1991.0,0.0,usa,florida,fishing,1.0,24.0,hand bitten as he was cleaning hooked shark provoked incident,0.0,2.4 m [8'] shark,1
1991.0,0.0,usa,california,surfing,1.0,32.0,"arm, shoulder & back bitten",0.0,5 m to 6 m [16.5' to 20'] white shark,1
1990.0,0.0,usa,florida,surfing,1.0,18.0,cuts on left foot,0.0,unknown,1
1990.0,0.0,usa,hawaii,surfing,1.0,43.0,"no injury, board bitten",0.0,"tiger shark, 3.7 m [12']",1
1989.0,0.0,usa,hawaii,paddling on surfboard,1.0,24.0,"board rammed by shark, skegs knocked loose & 5' strip of fiberglass torn off, thigh scratched by shark’s teeth",0.0,unknown,1
1988.0,1.0,usa,hawaii,onboard 21' powerboat that capsized in rough seas,1.0,24.0,"human remains, believed to be those of mr. goo, washed ashore along the waihee shore several days later",0.0,shark involvement prior to death was not confirmed,1
1986.0,0.0,usa,florida,swimming,0.0,6.0,hip & thigh bitten,0.0,"lemon shark, 1.8 m to 2.4 m [6' to 8'], tooth fragment recovered",-1
1985.0,0.0,south africa,kwazulu-natal,spearfishing,1.0,39.0,"after diver shot shark attempting to take his catch, shark bit right arm & tore wetsuit  provoked incident",0.0,30-kg [66-lb] shark,1
1985.0,0.0,usa,california,scuba diving for lobster (at surface),1.0,29.0,bruised,0.0,6 m [20'] white shark,1
1985.0,0.0,south africa,kwazulu-natal,surfing,1.0,18.0,thigh & calf bitten,0.0,"3.5 m white shark, tooth fragments recovered",1
1984.0,1.0,italy,tyrrhenian sea,boat,0.0,24.0,no injury,0.0,white shark,1
1984.0,0.0,usa,oregon,surfing (sitting on his board),1.0,25.0,"abrasion on right foot, board bitten",0.0,3 m to 5 m [10' to 16.5'] white shark,1
1984.0,0.0,mexico,baja california,spearfishing,1.0,24.0,"no injury, provoked incident",0.0,4.5 m to 5.5m white shark,1
1984.0,0.0,south africa,kwazulu-natal,unknown,0.0,14.0,remains recovered 1-4-1984 showed evidence of defense wounds,1.0,unknown,1
1984.0,0.0,usa,california,steinhart aquarium,1.0,24.0,head mouthed by captive shark provoked incident,0.0,sevengill shark,1
1983.0,0.0,south africa,eastern cape province,swimming,1.0,47.0,shin lacerated,0.0,"raggedtooth shark, >1 m",1
1982.0,0.0,usa,south carolina,in waist-deep water,1.0,24.0,arm bitten,0.0,unknown,1
1982.0,0.0,new caledonia,south province,unknown,0.0,24.0,left arm bitten,0.0,unknown,1
1982.0,0.0,bahamas,andros islands,spearfishing,1.0,19.0,arm severed at elbow,0.0,"lemon shark, 2 m [6'9]",1
1980.0,0.0,usa,california,surfing,1.0,19.0,no injury,0.0,4 m to 5 m [13' to 16.5'] white shark,1
1978.0,0.0,usa,florida,surfing,1.0,17.0,hand lacerated,0.0,unknown,1
1978.0,0.0,marshall islands,ralik archipelago,diving,1.0,23.0,lacerations to right forearm,0.0,unknown,1
1976.0,1.0,new caledonia,unknown,shipwreck,0.0,24.0,it was believed that survivors were killed by sharks,0.0,unknown,1
1975.0,0.0,usa,florida,surfing,1.0,20.0,"no injury, board bumped",0.0,unknown,1
1975.0,0.0,australia,south australia,surfing,1.0,17.0,"fatal, body not recovered",1.0,unknown,1
1974.0,0.0,usa,california,scuba diving (but on surface),1.0,48.0,minor bite on foot & swimfin,0.0,"white shark, 5 m to 6 m [16.5 to 20']",1
1974.0,0.0,australia,western australia,spearfishing,1.0,24.0,8 to 10 puncture marks around knee,0.0,"bronze whaler shark, 4'",1
1973.0,0.0,south africa,kwazulu-natal,fishing from paddleski,1.0,24.0,hooked & gaffed shark bit his right elbow provoked incident,0.0,1 m shark,1
1973.0,0.0,usa,hawaii,surfing,1.0,24.0,leg bitten,0.0,1.2 m to 1.8 m [4' to 6'] shark observed in area,1
1972.0,1.0,mozambique,maputo province,swimming,0.0,20.0,feet injured,0.0,questionable incident,1
1972.0,1.0,usa,california,diving,0.0,24.0,sharks reportedly bit legs & fins,0.0,questionable incident,1
1971.0,0.0,south africa,western cape province,surfing,1.0,21.0,leg & surfboard bitten,0.0,"white shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board",1
1970.0,0.0,mozambique,limpopo river,swimming,1.0,14.0,"hands severed, forearm severely lacerated",0.0,unknown,1
1970.0,0.0,spain,canary islands,spearfishing,1.0,24.0,minor injury,0.0,blue shark,1
1969.0,0.0,bahamas,eleuthera,sight-seeing,0.0,24.0,"no injury to occupants, shark grabbed prop, leodorn hit shark with oar, shark bit oar in half provoked incident",0.0,10' shark,1
1968.0,0.0,papua new guinea,gulf province,swimming,1.0,7.0,fatal laceration to chest,1.0,unknown,-1
1964.0,1.0,usa,florida,boat miss becky  sank 12 miles from shore,0.0,24.0,"no injury to occupants, drove sharks away with paddles",0.0,invalid,1
1964.0,0.0,taiwan,northern taiwan,swimming,1.0,20.0,right thigh &  elbow bitten,0.0,1.8 m [6'] shark,1
1962.0,1.0,south africa,western cape province,fishing,0.0,24.0,"no injury to occupants, shark jumped onboard, knocking 2 anglers onto the deck",0.0,"2 m [6'9], 87.5-kg [193-lb]  shark",1
1962.0,1.0,turkey,antalya province,unknown,1.0,24.0,no injury,0.0,unknown,1
1962.0,0.0,usa,california,escaping from alacatraz,1.0,35.0,"fatal, but shark involvement uncomfirmed. death may have been due to drowning.",1.0,unknown,1
1962.0,0.0,usa,south carolina,standing,1.0,13.0,thigh bitten,0.0,unknown,1
1962.0,0.0,south africa,eastern cape province,fishing,0.0,24.0,hooked shark bit boat provoked incident,0.0,4.9 m [16']shark,1
1962.0,1.0,australia,new south wales,swimming,1.0,25.0,"remains recovered from 10' shark, but shark involvement prior to death unconfirmed",0.0,shark involvement prior to death was not confirmed,1
1962.0,0.0,australia,queensland,rowing,0.0,24.0,"no injury to occupants, shark bit 3 piece from oar after they accidentally struck the shark provoked incident",0.0,unknown,1
1962.0,0.0,australia,new south wales,fishing,0.0,24.0,"no injury to occupants, hooked shark dragged boat 2 miles provoked incident",0.0,2.7 m [9'] shark,1
1961.0,0.0,australia,torres strait,swimming with other crew near wharf,1.0,17.0,right thigh and leg lacerated,0.0,1.8 m [6'] shark,1
1971.0,0.0,turkey,anatolia,swimming,1.0,16.0,left leg injured,0.0,unknown,1
1960.0,1.0,south africa,western cape province,hand lining for shad,0.0,24.0,"no injury to occupants, shark bit 45 cm hole in hull",0.0,white shark (tooth fragments recovered from hull of boat),1
1960.0,0.0,usa,new jersey,swimming 3 miles offshore,1.0,25.0,right leg severely lacerated,0.0,unknown,1
1960.0,1.0,senegal,cap-vert peninsula,air disaster: crash of air france super constellation,0.0,24.0,all 63 on board perished when the aircraft hit the water. sharks hampered retrieval of bodies,1.0,unknown,1
1960.0,0.0,australia,western australia,"fishing, hauling in a set line",1.0,24.0,4 fingers of left hand were lacerated by shark he had shot in the head provoked incident,0.0,"bronze whaler shark, 3 m [10'], 200-lb",1
1960.0,1.0,bermuda,"33n, 68w",floating on a raft,1.0,24.0,"no injury, 5 sharks bumped raft",0.0,questionable incident,1
1960.0,0.0,senegal,casamance,fishing,1.0,24.0,calf bitten by shark caught in net provoked incident,0.0,unknown,1
1960.0,0.0,australia,new south wales,spearfishing,1.0,20.0,"no injury, speared shark towed gilles 200 yards & tore hole in diving suit, and hit dowswell's back with its tail provoked incident",0.0,"grey nurse shark, 2.9 m [9'6]",1
1958.0,0.0,american samoa,tutuila island,cleaning hull of ship,1.0,22.0,"fatal, left thigh & hip bitten",1.0,tiger shark,1
1958.0,1.0,pacific ocean,between hawaii & wake island,u.s. airforce c124 enroute from hickham air base to japan went down. the 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,1.0,24.0,fatal,1.0,sharks averaged 1.8 m [6'] in length,1
1957.0,0.0,fiji,viti levu,spearfishing,1.0,24.0,right arm & forearm injured,0.0,unknown,1
1956.0,0.0,papua new guinea,unknown,fishing,1.0,24.0,fatal,1.0,unknown,1
1956.0,0.0,usa,puerto rico,floating in inner tube,1.0,13.0,fatal. his brother speared a shark which then attacked jose & severed his leg at knee. provoked incident,1.0,unknown,1
1954.0,0.0,australia,victoria,swimming,1.0,23.0,fatal,1.0,unknown,1
1954.0,0.0,papua new guinea,madang province,crouching in the water,1.0,26.0,back & thighs lacerated,0.0,14' shark,1
1953.0,0.0,australia,new south wales,surf skiing,1.0,24.0,"no injury, shark charged surfski",0.0,3.7 [12'] shark,1
1953.0,0.0,usa,california,scuba diving,1.0,24.0,no injury,0.0,unknown,1
1953.0,0.0,usa,hawaii,spearfishing,1.0,15.0,"fatal, thigh bitten",1.0,3 m [10'] shark seen in vicinity,1
1953.0,1.0,indian ocean,unknown,adrift on a 4'  raft for 32 days,0.0,24.0,sharks attacked raft & consumed the body of ericsson after he died,1.0,unknown,1
1953.0,0.0,australia,unknown,spearfishing,1.0,24.0,foot bitten,0.0,wobbegong shark,1
1952.0,1.0,usa,florida,fishing for trout,0.0,24.0,no injury to occupants. shark chasing fish leapt into skiff & flopped out,0.0,"hammerhead shark, 5'",1
1952.0,0.0,usa,south carolina,fishing,1.0,43.0,finger bitten by hooked shark provoked incident,0.0,a small shark',1
1952.0,0.0,usa,south carolina,fishing,1.0,34.0,thumb bitten by hooked shark provoked incident,0.0,a small shark',1
1951.0,0.0,south africa,kwazulu-natal,treading water,1.0,24.0,"leg severed below knee, defense wounds on hand",0.0,"white shark, 2.4 m [8']",1
1950.0,1.0,australia,south australia,fishing,0.0,24.0,no injury to occupants,0.0,17' white shark,1
1949.0,0.0,australia,new south wales,free diving or wading back to shore,1.0,36.0,left arm bitten,0.0,6' shark,1
1949.0,0.0,papua new guinea,new ireland province,unknown,1.0,24.0,"leg bitten, surgically amputated",0.0,unknown,1
1949.0,0.0,papua new guinea,bougainville (north solomons),spearfishing,1.0,18.0,"fatal, nearly bitten in two through loin.",1.0,unknown,1
1948.0,0.0,australia,queensland,fishing,1.0,24.0,hand injured,0.0,unknown,1
1948.0,0.0,new guinea,morobe province,"fishing, holding fish in right hand",1.0,24.0,right hand bitten,0.0,unknown,1
1947.0,0.0,usa,florida,swimming,1.0,20.0,"fatal, calf bitten, leg surgically amputated",1.0,possibly c. leucas,1
1946.0,0.0,marshall islands,kwajalein,fishing,1.0,24.0,fatal,1.0,unknown,1
1945.0,0.0,usa,north carolina,unknown,0.0,24.0,fatal,1.0,unknown,1
1945.0,0.0,usa,north carolina,swimming,1.0,24.0,"fatal, large gash to thigh",1.0,unknown,1
1943.0,0.0,solomon islands,unknown,swimming,1.0,24.0,arm severed,0.0,unknown,1
1942.0,0.0,australia,new south wales,surf-skiing,1.0,24.0,attempted to frighten shark by smacking water with paddle. shark bit paddle.  no injury to surf-skier provoked incident,0.0,3 m [10'] shark,1
1938.0,0.0,south africa,kwazulu-natal,"watching seine netters with friends, one of whom picked up a netted shark",1.0,13.0,leg bitten provoked incident,0.0,unknown,1
1937.0,0.0,greece,unknown,unknown,0.0,24.0,fatal,1.0,unknown,1
1936.0,0.0,australia,new south wales,fishing for the shark that killed george lundberg,0.0,24.0,hooked shark bit rudder provoked incident,0.0,unknown,1
1928.0,0.0,usa,florida,swimming,1.0,24.0,bitten on leg,0.0,unknown,1
1928.0,0.0,costa rica,near puntarenas,swimming,1.0,24.0,right leg & hand severely lacerated,0.0,unknown,1
1928.0,0.0,south africa,kwazulu-natal,standing,1.0,25.0,"tissue of right thigh removed to the bone, both thumbs & some fingers severed",0.0,unknown,1
1926.0,0.0,usa,california,swimming with dog near canning factory,1.0,15.0,leg & hand lacerated and dog bitten,0.0,1.5 m [5'] white shark or sevengill shark,1
1926.0,0.0,south africa,western cape province,swimming to mail boat,1.0,24.0,no details,0.0,unknown,1
1925.0,0.0,australia,new south wales,swimming,1.0,16.0,"fatal, right forearm severed, lacerations from buttocks to heel l",1.0,unknown,1
1923.0,0.0,australia,western australia,swimming,1.0,13.0,"fatal, back of thigh bitten",1.0,unknown,1
1922.0,0.0,usa,new jersey,hoisting shark aboard fishing boat,1.0,24.0,shark's tail broke his leg. provoked incident,0.0,unknown,1
1922.0,0.0,usa,puerto rico,bathing,0.0,24.0,"fatal, hip & thigh bitten with  tissue removed, including bone",1.0,unknown,1
1920.0,0.0,australia,western australia,wading,1.0,24.0,lacerations to leg & hand,0.0,4' to 5' shark,1
1920.0,0.0,australia,torres strait,free diving,1.0,24.0,fatal,1.0,unknown,1
1920.0,0.0,south africa,kwazulu-natal,splashing,1.0,12.0,thigh & buttocks bitten. not known if he survived.,0.0,unknown,-1
1915.0,0.0,australia,new south wales,bathing,1.0,17.0,fatal,1.0,unknown,1
1913.0,1.0,usa,new jersey,unknown,0.0,24.0,female foot recovered from shark,0.0,shark involvement prior to death unconfirmed,1
1912.0,1.0,philippines,unknown,swimming from foundered vessel,0.0,19.0,fatal,1.0,unknown,1
1909.0,1.0,usa,hawaii,reported swept away by waves while gathering opihi,0.0,19.0,search party saw a large shark devour what appeared to be part of her body,0.0,questionable,1
1908.0,1.0,indonesia,java,native boats sunk in storm,0.0,24.0,fatal,1.0,unknown,1
1903.0,0.0,cuba,havana province,fell overboard,1.0,24.0,fatal,1.0,unknown,1
1899.0,1.0,philippines,mindoro occidental,sea disaster,0.0,24.0,fatal,1.0,unknown,1
1899.0,0.0,usa,florida,hunting crayfish,1.0,24.0,leg bitten,0.0,1.5 m [5'] shark,1
1897.0,1.0,mexico,vera cruz,diving,1.0,24.0,minor injuries,0.0,questionable,1
1896.0,0.0,new zealand,north island,bathing,1.0,26.0,"fatal, left arm severed at elbow,  right arm at wrist",1.0,unknown,-1
1895.0,0.0,new zealand,south island,swimming,1.0,24.0,lacerations to foot,0.0,unknown,1
1889.0,0.0,usa,florida,swimming,1.0,24.0,"fatal, calf bitten",1.0,unknown,1
1886.0,1.0,usa,new jersey,unknown,1.0,24.0,"shark attacked boat, shark killed & towed to shore",0.0,shark was said to “have a very rough ½”-thick skin”,1
1883.0,0.0,georgia,unknown,fishing for sharks,1.0,24.0,leg injured by hooked shark provoked incident,0.0,7' shark,1
1881.0,1.0,australia,new south wales,swimming,1.0,24.0,shark involvement suspected but not confirmed,0.0,shark involvement prior to death unconfirmed,1
1881.0,1.0,usa,florida,bathing,1.0,18.0,fatal,0.0,shark involvement prior to death unconfirmed,-1
1879.0,0.0,usa,california,bathing,1.0,24.0,no details,0.0,unknown,1
1863.0,0.0,usa,south carolina,bathing,1.0,24.0,thrown into the air & bruised,0.0,unknown,-1
1852.0,0.0,new zealand,north island,swimming,1.0,24.0,"fatal, posterior thigh bared to femur, kneecap lacerated",1.0,said to involve a 6 m to 7.3 m [20' to 24'] shark,-1
1849.0,0.0,australia,new south wales,bathing,1.0,24.0,fatal,1.0,unknown,-1
1849.0,0.0,australia,victoria,swimming,1.0,24.0,fatal,1.0,unknown,-1
1845.0,0.0,usa,florida,fell overboard,1.0,24.0,fatal,1.0,unknown,-1
1845.0,0.0,sierra leone,unknown,unknown,1.0,24.0,fatal,1.0,unknown,-1
1844.0,0.0,coast of africa,island of st. thomas,fell overboard,1.0,24.0,fatal,1.0,unknown,-1
1842.0,0.0,india,tamil nadu,washed off catamaran in the surf,1.0,24.0,fatal,1.0,unknown,-1
1826.0,0.0,brazil,paraiba,unknown,1.0,24.0,leg severed,0.0,unknown,-1
1815.0,0.0,tobago,unknown,bathing,1.0,24.0,fatal,1.0,unknown,-1
1804.0,1.0,australia,new south wales,unknown,0.0,24.0,no injury to occupants,0.0,unknown,-1
2023.0,0.0,spain,valencia,wading,1.0,24.0,minor lacerations to right foot,0.0,blue shark,1
2023.0,0.0,usa,florida,spearfishing,1.0,22.0,injury to lower leg,0.0,unknown,1
2022.0,0.0,usa,florida,swimming,0.0,10.0,foot bitten,0.0,unknown,1
2022.0,0.0,australia,new south wales,surfing,1.0,14.0,puncture wounds to right hand & forearm,0.0,bronze whaler,1
2022.0,0.0,usa,florida,scalloping,0.0,17.0,severe bites to leg,0.0,9' shark,1
2021.0,0.0,usa,maryland,swimming,0.0,12.0,lacerations and puncture wounds to lower left leg,0.0,blacktip shark,1
2020.0,0.0,usa,florida,surfing,1.0,15.0,cuts to right hand and wrist,0.0,unknown,1
2020.0,0.0,usa,florida,playing,1.0,7.0,cuts to lower leg,0.0,juvenile bull shark?,-1
2019.0,0.0,australia,queensland,swimming,1.0,24.0,minor injury to hand,0.0,"shovelnose shark which is a ray, not a shark)",1
2019.0,0.0,usa,florida,surfing,1.0,13.0,lacerations to left foot,0.0,2' shark,1
2019.0,0.0,usa,hawaii,snorkeling,0.0,24.0,minor injuries,0.0,"galapagos shark, 5'-9'",1
2019.0,0.0,usa,florida,surfing,1.0,20.0,bite to left hand and wrist,0.0,unknown,1
2019.0,0.0,usa,hawaii,swimming with sharks,0.0,34.0,injuries to left arm and hand,0.0,unknown,1
2019.0,0.0,usa,hawaii,swimming,1.0,58.0,bite to abdomen,0.0,cookiecutter shark,1
2018.0,1.0,samoa,upolo,surf skiing,1.0,24.0,"no injury, tail of surf ski bitten off",0.0,unknown,1
2018.0,2.0,australia,western australia,spearfishing,1.0,24.0,"no injury, claimed he was bumped by shark",0.0,"white shark, 5m female",1
2018.0,0.0,australia,queensland,swimming,0.0,46.0,serious injury to anterior right thigh,0.0,unknown,1
2018.0,0.0,usa,florida,fishing,1.0,52.0,minor injury to foot. provoked incident,0.0,"lemon shark, 3'",1
2018.0,0.0,new caledonia,unknown,foilboarding,1.0,17.0,"no injury, shark bit board",0.0,2 m shark,1
2018.0,0.0,brazil,fernando de noronha,surfing,1.0,20.0,minor injury to left forearm,0.0,small shark,1
2017.0,0.0,solomon islands,unknown,spearfishing,1.0,24.0,foot bitten,0.0,unknown,1
2017.0,0.0,usa,florida,swimming,1.0,24.0,lacerations to abdomen,0.0,nurse shark,1
2017.0,0.0,usa,california,sup,1.0,50.0,"no injury, shark bit paddleboard",0.0,"white shark, 8' to 10'",1
2017.0,1.0,usa,california,kayaking,1.0,24.0,"no injury, kayak bitten",0.0,white shark,1
2017.0,0.0,usa,florida,spearfishing,1.0,24.0,laceration to shin,0.0,8' shark,1
2017.0,0.0,usa,south carolina,surfing,0.0,33.0,left foot bitten,0.0,unknown,1
2017.0,0.0,usa,hawaii,surfing,1.0,28.0,lower right leg severely injured,0.0,"tiger shark, 12'",1
2016.0,0.0,australia,victoria,fishing,1.0,73.0,laceration to right hand by hooked & gaffed shark. provoked incident,0.0,"broadnose sevengill shark, 1.5 m",1
2016.0,0.0,usa,florida,surfing,1.0,21.0,cuts to dorsal surface of left foot,0.0,unknown,1
2016.0,1.0,mexico,unknown,cage diving,0.0,24.0,"no injury to divers, white shark breached cage",0.0,invalid,1
2016.0,0.0,china,hong kong,swimming,1.0,72.0,lacerations to leg,0.0,unknown,1
2016.0,1.0,usa,alabama,fishing,0.0,24.0,"no injury, shark bit trolling motor",0.0,"tiger shark, 10'",1
2016.0,1.0,usa,california,fishing,1.0,24.0,"no injury. hull bitten, tooth fragment recovered",0.0,white shark,1
