Year,Type,Country,Area,Activity,Age,Injury,Fatal (Y/N),Time,outlier
1989.0,0.0,USA,North Carolina,Surfing,31.0,Non-fatal,0.0,14.0,1
1988.0,1.0,SOUTH AFRICA,KwaZulu-Natal,,24.0,"Arm washed ashore. scratch marks on the humerus indicated it had been bitten by a shark, but cause of death could not be determined.",0.0,14.0,1
1988.0,0.0,SOUTH AFRICA,Eastern Cape Province,Surfing,20.0,Ankle bitten,0.0,17.0,1
1987.0,0.0,USA,Florida,Wading,12.0,Lower left leg lacerated,0.0,11.0,1
1987.0,0.0,SOUTH AFRICA,Western Cape Province,,24.0,"No injury to occupants, boat holed by hooked shark PROVOKED INCIDENT",0.0,14.0,1
1985.0,0.0,USA,California,Free diving & spearfishing (descending),24.0,"Hip bumped by shark, no Injury",0.0,14.0,1
1985.0,0.0,AUSTRALIA,South Australia,Free diving for scallops,33.0,FATAL,1.0,12.0,1
1985.0,0.0,SOUTH AFRICA,Western Cape Province,Swimming,15.0,"Right knee, calf and ankle lacerated",0.0,18.0,1
1984.0,0.0,USA,Florida,Surfing,24.0,Right foot bitten,0.0,14.0,1
1983.0,0.0,USA,Florida,Wading,20.0,Lacerations to left ankle,0.0,14.0,1
1983.0,0.0,BAHAMAS,Berry Islands,Spearfishing,24.0,Lacerations to thigh & buttocks,0.0,17.0,1
1982.0,1.0,USA,California,Swimming,43.0,Laceration to left thigh,0.0,14.0,1
1981.0,0.0,REUNION,Saint-Philippe,Spearfishing,24.0,Survived,0.0,15.0,1
1981.0,0.0,USA,Hawaii,Diving to untangle a crab trap line from boat's propeller,59.0,Hand bitten,0.0,14.0,1
1981.0,1.0,USA,Hawaii,Fishing,24.0,Disappeared while fishing from shore. Leg found 7 days later wedged in rocks 150 yards offshore,0.0,14.0,1
1981.0,0.0,AUSTRALIA,Western Australia,,24.0,No details,0.0,14.0,1
1980.0,1.0,PHILIPPINES,Romblon Province,Sinking of the ferryboat Don Juan,24.0,FATAL x 2,1.0,22.0,1
1980.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Free diving,52.0,FATAL,1.0,14.0,1
1978.0,0.0,SOUTH AFRICA,Western Cape Province,Spearfishing,27.0,"No injury, shark took his catch, then towed & pushed diver through the water",0.0,16.0,1
1977.0,0.0,AUSTRALIA,Queensland,,24.0,Survived,0.0,14.0,1
1977.0,0.0,NEW CALEDONIA,,,24.0,Face & thorax bitten,0.0,14.0,1
1976.0,1.0,SOUTH AFRICA,Western Cape Province,Boat,24.0,"No injury to occupants, shark leapt on bow of boat",0.0,14.0,1
1976.0,0.0,USA,Louisiana,Playing,10.0,Leg bitten,0.0,14.0,1
1975.0,0.0,AUSTRALIA,New South Wales,Filming & feeding captive sharks,35.0,Tooth mark in left elbow PROVOKED INCIDENT,0.0,14.0,1
1975.0,0.0,USA,Florida,Bathing,10.0,Leg bitten,0.0,14.0,1
1974.0,0.0,USA,Georgia,Swimming,17.0,FATAL,1.0,14.0,1
1974.0,0.0,USA,Florida,Swimming,11.0,Foot bitten,0.0,14.0,1
1974.0,1.0,SOUTH AFRICA,Western Cape Province,Fishing for kob,24.0,"No injury,  shark leapt into boat & bit one of the boat's seats",0.0,22.0,1
1974.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Swimming,33.0,Knee & calf lacerated,0.0,14.0,1
1972.0,0.0,AUSTRALIA,Queensland,,24.0,Hand bitten,0.0,14.0,1
1972.0,0.0,USA,Hawaii,Spearfishing,24.0,Forearm bitten,0.0,14.0,1
1972.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Sitting in shallows,30.0,Foot bitten,0.0,20.0,1
1970.0,1.0,ITALY,Sardinia,Fishing on a boat,24.0,No injury,0.0,14.0,1
1970.0,0.0,IRAQ,Basrah,Swimming,35.0,"FATAL, left leg severed",1.0,12.0,1
1969.0,0.0,USA,Florida,Surfing,15.0,Lacerations to lower leg,0.0,9.0,1
1968.0,0.0,USA,Florida,Wading,33.0,Abrasions on lower leg,0.0,13.0,1
1968.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Wading & pushing dinghy toward  the shallows,35.0,Left thigh lacerated,0.0,15.0,1
1967.0,0.0,FIJI,,Freediving,21.0,Hand lacerated by speared shark PROVOKED INCIDENT,0.0,9.0,1
1967.0,0.0,USA,Florida,Spearfishing,26.0,"After shark was speared & hit on head, it bit the diver’s foot  PROVOKED INCIDENT",0.0,17.0,1
1965.0,0.0,NEW BRITAIN,West coast,"Spearfishing, shot a turtle",15.0,FATAL,1.0,14.0,1
1965.0,0.0,PALAU,Western Caroline Islands,Walking on reef,8.0,Right leg bitten,0.0,15.0,1
1965.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Body surfing,20.0,Right thigh punctured,0.0,16.0,1
1964.0,1.0,USA,New York,Attempting to swim across the Atlantic Ocean,29.0,"Disappeared, probable drowning but sharks in area led to speculation that she was taken by a shark",0.0,22.0,1
1963.0,0.0,PAPUA NEW GUINEA,Gulf Province,Fishing / standing in waist deep water,18.0,Left arm lacerated  PROVOKED INCIDENT,0.0,14.0,1
1963.0,0.0,SOUTH AFRICA,KwaZulu-Natal,"Free diving, hunting crayfish",27.0,Lacerations & punctures on left  forearm,0.0,12.0,1
1963.0,0.0,SEYCHELLES,,Fishing for turtles,24.0,Fatal,1.0,14.0,1
1962.0,1.0,SOUTH AFRICA,Western Cape Province,Fishing,24.0,"No injury to occupants, shark hit boat, lifting it from the water, bit & dented propeller",0.0,12.0,1
1961.0,0.0,CROATIA,Primorje-Gorski Kotar County,Swimming,19.0,"FATAL, hand severed & legs bitten",1.0,15.0,1
1961.0,1.0,USA,California,,24.0,Considered a doubtful incident,0.0,14.0,1
1960.0,1.0,JOHNSTON ISLAND,,"Free diving / photography, kneeling on sand",37.0,"No injury, shark made threat display",0.0,12.0,1
1960.0,1.0,MARSHALL ISLANDS,Eniwetok Atoll,Free diving / Spearfishing,24.0,"No injury, shark made a threat display",0.0,12.0,1
1960.0,0.0,SRI LANKA,Eastern  Province,Spearfishing,24.0,No injury,0.0,14.0,1
1960.0,0.0,PAPUA NEW GUINEA,West New Britain Province,Fishing,20.0,Slight lacerations to leg,0.0,14.0,1
1959.0,1.0,PHILIPPINES,Masbate,ship M.V. Rizal sank during typhoon,24.0,"65 people survived, 27 perished. Several people were bitten & one man lost his leg to a shark.",1.0,12.0,1
1959.0,1.0,USA,Florida,Diving,21.0,No injury,0.0,14.0,1
1959.0,0.0,USA,Georgia,Standing,15.0,4 cut on left foot,0.0,18.0,1
1959.0,0.0,USA,California,Dragging stranded shark ashore,24.0,"Gietel grabbed the shark's tail, the shark lacerated his right ankle PROVOKED INCIDENT",0.0,14.0,1
1959.0,1.0,CARIBBEAN SEA,PANAMA,Columbian petrol barge Rio Atrato burned and sank,27.0,"FATAL X 2, 8 others missing. Survivors fought off sharks & sharks seen biting 2 of the dead. The 39 survivors were rescued by the German freighter Essen",1.0,14.0,1
1959.0,0.0,USA,California,Free diving for abalone,33.0,"FATAL, body not recovered",1.0,17.0,1
1959.0,0.0,AUSTRALIA,Torres Strait,Diving for pearl shell,43.0,Left hand lacerated when he tried to ward off shark,0.0,14.0,1
1959.0,0.0,AUSTRALIA,Tasmania,Spearfishing / free diving,24.0,Abrasion,0.0,14.0,1
1958.0,0.0,USA,Hawaii,Surfing on air mattress,15.0,"FATAL, leg severed",1.0,13.0,1
1958.0,1.0,AUSTRALIA,Queensland,Swimming,24.0,"Injuries caused by coral, not the  shark",0.0,14.0,1
1956.0,0.0,AUSTRALIA,Victoria,Swimming,8.0,Punctures to calves,0.0,14.0,1
1955.0,0.0,PAPUA NEW GUINEA,"New Ireland, Bismarck Archipelago",Swimming with speared fish,24.0,Left leg bitten,0.0,14.0,1
1952.0,0.0,ITALY,Teramo,Fishing,19.0,Multiple injuries PROVOKED INCIDENT,1.0,2.0,-1
1950.0,0.0,SAUDI ARABIA,Eastern Province,Diving,24.0,Tissue stripped knee to foot,0.0,14.0,1
1950.0,0.0,USA,Texas,Swimming,11.0,Laceration to leg,0.0,14.0,1
1950.0,0.0,SOUTH AFRICA,Eastern Cape Province,Wading,24.0,"Ankle & foot lacerated, defense wounds on hand",0.0,14.0,1
1948.0,1.0,USA,Texas,"C47 aircraft carrying 5,000 lbs of ice ditched in the sea",24.0,"FATAL. Womack was injured when plane went down, 3 days later he fell off liferaft & was taken by a shark",1.0,14.0,1
1947.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Swimming,20.0,Right thigh lacerated,0.0,9.0,1
1946.0,1.0,AUSTRALIA,South Australia,Fishing,24.0,"No injury to occupants. Shark charged boat, tore off rudder & tossed it air, then swam off with it",0.0,14.0,1
1944.0,1.0,SIERRA LEONE,Western Area,,18.0,FATAL,1.0,14.0,1
1942.0,0.0,PACIFIC OCEAN,Between Hawaii and U.S.A.,In rubber dinghy with Captain Eddie Rickenbacker for 21 days.,24.0,One man drove a knife through rubberized canvas trying to stab a shark & it injured him with its tail PROVOKED INCIDENT,0.0,14.0,1
1941.0,1.0,SOUTH ATLANTIC OCEAN,Off Libya,HMAS Parramatta torpedoed & sunk by the U-559,24.0,Lacerations to chest,0.0,14.0,1
1941.0,0.0,AUSTRALIA,New South Wales,Fishing,34.0,Hand lacerated by hooked shark PROVOKED INCIDENT,0.0,14.0,1
1939.0,0.0,AUSTRALIA,Torres Strait,Pearl diving,24.0,"Leg severely bitten, surgically amputated",0.0,14.0,1
1937.0,0.0,AUSTRALIA,Queensland,Swimming,18.0,FATAL,1.0,17.0,1
1937.0,0.0,SCOTLAND,Argyll,Rowing,24.0,3 people drowned when the boat was capsized by the shark,0.0,14.0,1
1937.0,1.0,AUSTRALIA,South Australia,12 of the Penang's crew were returning to the ship when their 12' dinghy capsized,24.0,"15' shark seen with the man's body in its mouth, but shark involvement prior to death was not confirmed",0.0,22.0,1
1936.0,0.0,AUSTRALIA,Torres Strait,"Trochus diving, but floating on surface",24.0,Flexed right leg bitten,0.0,14.0,1
1936.0,0.0,AUSTRALIA,Torres Strait,Diving,24.0,Survived? Admitted to Thursday Island Hospital,0.0,14.0,1
1936.0,0.0,AUSTRALIA,Queensland,Diving,24.0,Arm severed,0.0,14.0,1
1935.0,1.0,AUSTRALIA,South Australia,,24.0,Shark bumped dinghy twice,0.0,14.0,1
1933.0,0.0,AUSTRALIA,Queensland,Diving,24.0,Hand severed,0.0,14.0,1
1933.0,0.0,AUSTRALIA,Western Australia,Pearl diving,24.0,"No injury, shark tore diving suit",0.0,14.0,1
1932.0,0.0,USA,New Jersey,Fishing,32.0,Knee bitten by boated shark PROVOKED INCIDENT,0.0,14.0,1
1932.0,0.0,PHILIPPINES,Manila,Working near fish traps,24.0,"FATAL, died next day at 03h00",1.0,14.0,1
1929.0,1.0,KIRIBATI,Phoenix Islands,"Sea Disaster, wreck of the  SS Norwich City",24.0,"11 of her crew perished, most, possibly all, deaths were due to drowning",1.0,14.0,1
1928.0,0.0,AUSTRALIA,Torres Strait,Pearl diving,24.0,FATAL,1.0,14.0,1
1926.0,0.0,SOUTH AFRICA,Eastern Cape Province,Swimming,24.0,Thigh lacerated,0.0,14.0,1
1922.0,0.0,USA,Hawaii,"Freediving, inspecting Kaunakakai wharf construction after blasting & dredging",24.0,Survived,0.0,14.0,1
1921.0,0.0,PHILIPPINES,Luzon Island,Swimming,21.0,"FATAL, abdomen  severely lacerated, taken by seaplane to hospital in Corrigedor but died",1.0,15.0,1
1919.0,0.0,AUSTRALIA,New South Wales,Swimming,24.0,"Multiple injuries, left leg surgically amputated at knee",0.0,17.0,1
1916.0,0.0,USA,Florida,"Fishing, attempted to take a netted shark",24.0,"FATAL, leg severely bitten, surgically amputated PROVOKED INCIDENT",1.0,14.0,1
1915.0,0.0,AUSTRALIA,Torres Strait,Diving,24.0,"Arm severed, lacerations to thigh",0.0,14.0,1
1914.0,0.0,CROATIA,Primorje-Gorski Kotar County,,24.0,"No injury, shark nudged raft and circled for 2 hrs.",0.0,14.0,1
1914.0,0.0,USA,Florida,Fishing,24.0,PROVOKED INCIDENT Lacerations to right hand by hooked shark,0.0,15.0,1
1914.0,0.0,SOUTH AFRICA,KwaZulu-Natal,,24.0,No details,0.0,14.0,1
1911.0,0.0,AUSTRALIA,Queensland,Diving,23.0,Calves bitten,0.0,18.0,1
1911.0,0.0,SOUTH AFRICA,Western Cape Province,Bathing,64.0,"FATAL, partial remains recovered",1.0,18.0,1
1906.0,1.0,MOZAMBIQUE,Maputo Province,,24.0,Sanna may have drowned; his hand  (identified by ring on finger) found in a shark at the market,0.0,14.0,1
1906.0,1.0,INDONESIA,,The schooner Tahitienne foundered in a hurricane,24.0,FATAL x 2,1.0,14.0,1
1899.0,0.0,BAHAMAS,,Fell overboard,24.0,FATAL,1.0,14.0,1
1895.0,0.0,AUSTRALIA,New South Wales,Bathing,14.0,FATAL,1.0,14.0,-1
1895.0,1.0,CUBA,Havana Province,Shipwreck,24.0,Probable drowning & scavenging,0.0,22.0,1
1891.0,0.0,AUSTRALIA,New South Wales,Swimming,24.0,Foot severed,0.0,14.0,1
1891.0,0.0,CANADA,Nova Scotia,Knocked overboard,24.0,FATAL,1.0,14.0,1
1887.0,0.0,NEW ZEALAND,North Island,Swimming,24.0,FATAL,1.0,14.0,1
1887.0,1.0,OCEAN,"Somewhere between Philadelphia and Hiogo, Japan",British ship Macedon was thrown on her beam ends by a sudden squall,24.0,Foot severed,0.0,14.0,1
1885.0,0.0,ATLANTIC OCEAN,,Fell or jumped overboard from the liner Rhynland,24.0,FATAL,1.0,14.0,1
1876.0,0.0,AUSTRALIA,New South Wales,Swimming,24.0,FATAL,1.0,14.0,1
1874.0,0.0,MEXICO,Veracruz,Bathing,24.0,FATAL,1.0,14.0,1
1867.0,0.0,EGYPT,,Swimming,24.0,FATAL,1.0,14.0,1
1867.0,1.0,CUBA,Villa Clara Province,boat from ship Josephine capsized in squall,24.0,FATAL,1.0,14.0,1
1866.0,0.0,USA,Alabama,Bathing,24.0,FATAL,1.0,14.0,1
1849.0,0.0,AUSTRALIA,New South Wales,,24.0,FATAL,1.0,14.0,-1
1848.0,1.0,USA,Massachusetts,,24.0,Human remains recovered from 4.9 m shark,0.0,14.0,-1
2023.0,0.0,USA,New York,Wading,65.0,Laceration to left posterior thigh,0.0,17.0,1
2023.0,0.0,USA,New York,Swimming,49.0,Injury to right hand,0.0,13.0,1
2023.0,0.0,USA,Florida,Spearfishing,20.0,,0.0,15.0,1
2023.0,0.0,SOUTH AFRICA,Easten Cape Province,Diving for crayfish,39.0,Shoulder injured,0.0,14.0,1
2023.0,0.0,AUSTRALIA,Queensland,Fishing,8.0,Minor injury to chest,0.0,14.0,1
2022.0,0.0,BAHAMAS,,Diving,24.0,Torso bitten,0.0,14.0,1
2022.0,0.0,USA,New York,Surfing,16.0,Four-inch cut to right foot,0.0,17.0,1
2022.0,0.0,USA,New York,Swimming,24.0,Injury to right foot,0.0,13.0,1
2022.0,0.0,USA,New Jersey,Feeding sharks & stingrays,12.0,Finger nipped by captive shark PROVOKED INCIDENT,0.0,15.0,1
2021.0,0.0,USA,Hawaii,Spearfishing,27.0,Leg bitten,0.0,10.0,1
2021.0,0.0,NEW ZEALAND,North Island,Surfing,26.0,Fingers lacerated,0.0,14.0,1
2021.0,0.0,USA,Florida,Spearfishing,36.0,Shark involvement prior to death not confirmed,1.0,14.0,1
2021.0,0.0,USA,Florida,Wading,21.0,Nick on foot,0.0,11.0,1
2021.0,0.0,USA,Hawaii,Swimming,68.0,Significant injury to right lower leg,0.0,8.0,1
2020.0,0.0,USA,Florida,Body Surfing,31.0,Laceration to lower leg,0.0,15.0,1
2020.0,0.0,USA,Florida,Standing,23.0,Minor injury to foot,0.0,15.0,1
2020.0,0.0,USA,Maine,Swimming,63.0,FATAL,1.0,15.0,1
2020.0,0.0,NEW CALEDONIA,South Province,Windsurfing,30.0,FATAL,1.0,15.0,1
2020.0,1.0,USA,California,Body Boarding,16.0,Minor injury to ankle from stingray,0.0,17.0,1
2019.0,2.0,REUNION ISLAND,Saint-Gilles,Snorkeling,44.0,Hand recovered from shark. Later confirmed death most likely due to drowning,1.0,14.0,1
2019.0,0.0,USA,Florida,Surfing,40.0,Hand and calf bitten when he jumped off surfboard and landed on the shark PROVOKED INCIDENT,0.0,11.0,1
2019.0,0.0,AUSTRALIA,Queensland,Paddle boarding,43.0,Puncture wounds to wrist,0.0,8.0,1
2019.0,0.0,BAHAMAS,Abaco Islands,Snorkeling,32.0,Unknown,0.0,17.0,1
2019.0,0.0,USA,Florida,Surfing,18.0,Minor injury to foot,0.0,16.0,1
2019.0,0.0,BAHAMAS,Abaco Islands,Spearfishing,24.0,Lacerations to left calf,0.0,14.0,1
2017.0,0.0,USA,Massachusetts,Fishing,34.0,Foot bitten by landed shark PROVOKED INCIDENT,0.0,23.0,1
2017.0,0.0,SPAIN,Majorca,Swimming,24.0,Abrasion to arm from shark's rough skin,0.0,15.0,1
2017.0,0.0,FRENCH POLYNESIA,Marquesas,Surfing,24.0,Injuries to hand and wrist,0.0,14.0,1
2017.0,0.0,USA,Florida,Surfing,17.0,Lacerations to right foot,0.0,13.0,1
2016.0,1.0,USA,South Carolina,Surfing,27.0,"No injury, board damaged",0.0,11.0,1
2016.0,0.0,NEW CALEDONIA,South Province,Spearfishing,31.0,Forearm bitten,0.0,16.0,1
2015.0,0.0,USA,Hawaii,Swimming,44.0,Severe injuries to lower legs. Foot later surgically amputated.,0.0,11.0,1
2015.0,0.0,FIJI,,Spearfishing,24.0,Leg bitten,0.0,14.0,1
2015.0,0.0,USA,California,Kayak Fishing,31.0,No injury to occupant. Kayak bitten by gaffed shark. PROVOKED INCIDENT,0.0,14.0,1
2015.0,0.0,BAHAMAS,Grand Bahama Island,Spearfishing,23.0,Lacerations to lower leg & ankle,0.0,14.0,1
2015.0,0.0,USA,Florida,Swimming,24.0,"Lacerations to lower left leg, ankle & foot",0.0,15.0,1
2015.0,0.0,AUSTRALIA,New South Wales,Surfing,35.0,Laceration & puncture wounds to right flank & hip,0.0,6.0,-1
2014.0,1.0,AUSTRALIA,Western Australia,Fishing,24.0,"Shark chasing fish bumped boat, no injury to occupants",0.0,14.0,1
2014.0,0.0,SPAIN,Catalonia,Playing with an air mattress,16.0,Lacerations to right hand,0.0,14.0,1
2014.0,1.0,USA,Florida,,24.0,Shark involvement not confirmed,0.0,16.0,1
2014.0,0.0,SPAIN,Alicante,Swimming,24.0,Minor lacerations to posterior lower leg,0.0,14.0,1
2014.0,0.0,USA,North Carolina,Swimming,24.0,Left foot bitten,0.0,14.0,1
2014.0,0.0,USA,Hawaii,Swimming,61.0,Lacerations to left foot,0.0,17.0,1
2014.0,0.0,USA,South Carolina,Swimming,40.0,Lacerations to left foot,0.0,15.0,1
2013.0,0.0,BAHAMAS,,Shark fishing,77.0,Injuries to arm & leg by hooked shark   PROVOKED INCIDENT,0.0,11.0,1
2013.0,0.0,SOUTH AFRICA,Eastern Cape Province,Swimming / snorkeling,74.0,FATAL,1.0,11.0,1
2013.0,0.0,USA,Florida,Standing,7.0,Laceration and puncture wounds to ankle,0.0,10.0,1
2013.0,0.0,BAHAMAS,Abaco Islands,Diving,50.0,Bitten on rear lower extremities,0.0,11.0,1
2012.0,0.0,TONGA,Vava'u,Swimming,29.0,Injuries to thighs & buttocks,0.0,14.0,1
2012.0,1.0,AUSTRALIA,South Australia,Kayaking,27.0,Minor wound to his thigh when shark bit kayak,0.0,14.0,1
2012.0,1.0,AUSTRALIA,Western Australia,Crayfishing,24.0,"No injury to occupants. Shark bit propelle, rope & crayfish float",0.0,5.0,-1
2011.0,0.0,USA,Oregon,Surfing,41.0,"No injury, shark bit surfboard",0.0,14.0,1
2011.0,0.0,KENYA,Coast Province,Swimming,17.0,FATAL,1.0,14.0,1
2011.0,0.0,RUSSIA,Primorsky Krai,"Standing, collecting sea stars",24.0,Superficial laceration to shoulder,0.0,9.0,1
2011.0,0.0,AUSTRALIA,Western Australia,Snorkeling,58.0,Arm bitten,0.0,15.0,1
2011.0,1.0,AUSTRALIA,New South Wales,Swimming,7.0,Lacerations to both legs,0.0,17.0,1
2010.0,0.0,INDONESIA,Bali,Surfing,24.0,Hand bitten,0.0,14.0,1
2010.0,0.0,USA,South Carolina,Swimming,10.0,Minor lacerations to left calf,0.0,10.0,1
2010.0,0.0,SPAIN,Grand Canary Island,Swimming,9.0,Lacerations to left foot when he stepped on the shark PROVOKED INCIDENT,0.0,19.0,1
2009.0,0.0,USA,Florida,Surfing,27.0,Foot bitten,0.0,16.0,1
2008.0,1.0,AUSTRALIA,South Australia,Fishing,24.0,"No injury to occupant, shark bit dinghy & motor",0.0,14.0,1
2008.0,0.0,AUSTRALIA,New South Wales,Scuba diving,34.0,Small laceration to head from captive shark,0.0,17.0,1
2008.0,0.0,USA,Hawaii,Surfing,40.0,Bitten on right thigh & calf,0.0,16.0,1
2008.0,0.0,USA,South Carolina,Surfing,24.0,Laceration to foream,0.0,14.0,1
2008.0,0.0,USA,California,Swimming,66.0,FATAL,1.0,7.0,1
2007.0,0.0,USA,Florida,Removing hook from shark,24.0,Lacerations to right  hand by hooked shark PROVOKED INCIDENT,0.0,14.0,1
2007.0,0.0,AUSTRALIA,New South Wales,Surfing,42.0,Lacerations to 3 fingers of left hand,0.0,10.0,1
2006.0,0.0,AUSTRALIA,South Australia,Surfing,40.0,"No injury, knocked off surfboard",0.0,11.0,1
2006.0,0.0,USA,Hawaii,Spearfishing,15.0,Knee bitten after diver poked shark PROVOKED INCIDENT,0.0,16.0,1
2006.0,0.0,AUSTRALIA,Queensland,Wading,18.0,Lacerations to foot,0.0,11.0,1
2005.0,0.0,BAHAMAS,Abaco Islands,Diving,35.0,Lacerations to right side of face,0.0,14.0,1
2005.0,0.0,USA,South Carolina,Boogie boarding,11.0,Foot lacerated,0.0,11.0,1
2005.0,0.0,USA,Florida,Crouching in 2' of water,24.0,Right arm & torso bitten,0.0,18.0,1
2005.0,0.0,SOUTH AFRICA,Western Cape Province,Surfing,32.0,"Lacerations to right calf, puncture wounds on right foot",0.0,9.0,1
2005.0,0.0,AUSTRALIA,Victoria,Spearfishing,24.0,No injury. Towed by speared shark PROVOKED INCIDENT,0.0,14.0,1
2004.0,0.0,USA,Texas,Wading,16.0,Puncture wounds on shin,0.0,19.0,1
2004.0,0.0,AUSTRALIA,New South Wales,Diving,24.0,Puncture wounds on wrist,0.0,9.0,1
2004.0,0.0,SOUTH AFRICA,Western Cape Province,Surfing,16.0,"Left leg lacerated, right leg severed above the knee",0.0,14.0,1
2004.0,0.0,VENEZUELA,Anzoategui,Swimming,24.0,Lower back & hand bitten,0.0,14.0,1
2003.0,0.0,USA,Florida,Surfing,17.0,3 puncture wounds on left foot,0.0,14.0,1
2003.0,0.0,USA,Florida,Surfing,17.0,Right foot & toes lacerated,0.0,13.0,1
2003.0,0.0,USA,Johnston Atoll,Swimming,51.0,Left leg bitten,0.0,15.0,1
2003.0,0.0,USA,Florida,Surfing,50.0,Left hand and wrist bitten,0.0,8.0,1
2003.0,1.0,SOUTH AFRICA,Western Cape Province,Unknown,14.0,Probable scavenging. The boy disappeared while at the beach on January 1st. His decomposed shark-bitten body washed ashore January 17th,0.0,14.0,1
2002.0,0.0,USA,Hawaii,Swimming,34.0,Right shoulder forarm & wrist bitten,0.0,10.0,1
2002.0,0.0,USA,Alabama,Swimming,29.0,Both arms & leg bitten,0.0,17.0,1
2002.0,0.0,PAPUA NEW GUINEA,Louisiade Archipelago,Attempting to retreive a dinghy,24.0,FATAL,1.0,14.0,1
2002.0,0.0,USA,Hawaii,Sitting on surfboard,24.0,"No injury, shark bit side of surfboard",0.0,13.0,1
2001.0,0.0,USA,Virginia,Swimming,10.0,"FATAL, thigh bitten",1.0,18.0,1
2001.0,0.0,USA,Florida,,24.0,Right ankle & lower leg lacerated,0.0,16.0,1
2001.0,0.0,AUSTRALIA,New South Wales,Snorkeling,24.0,Wrist lacerated PROVOKED INCIDENT,0.0,14.0,1
2001.0,0.0,USA,Florida,Surfing,24.0,Fingers & hand lacerated,0.0,14.0,1
2001.0,1.0,BRAZIL,Bahia,Attempting to catch a crocodile,12.0,Lacerations below the knee,0.0,14.0,1
2000.0,0.0,USA,Florida,Boogie boarding / wading,24.0,Puncture marks on right thigh,0.0,14.0,1
2000.0,0.0,USA,Florida,Fishing,24.0,"No Injury, bumped by shark",0.0,14.0,1
1999.0,0.0,NEW ZEALAND,South Island,Bathing,12.0,A cut on her hand,0.0,14.0,1
1999.0,0.0,MAURITIUS,Grand Baie,Swimming,41.0,Thigh bitten,0.0,6.0,-1
1999.0,1.0,USA,North Carolina,Cruising,24.0,"No injury to occupants, boat sank after colliding with shark",0.0,14.0,1
1998.0,0.0,BAHAMAS,Berry Islands,Spearfishing,28.0,Calf bitten,0.0,16.0,1
